12.75,10.79,14.16,50,50,50,50,50,1
13.11,10.64,14.17,50,50,50,50,50,1
13.54,10.76,14.2,50,50,50,50,50,1
13.25,9.97,14.18,50,50,50,50,50,1
13.53,10.51,13.98,50,50,50,50,50,1
11.55,7.81,13.7,6.28,50,50,50,50,1
11.21,7.41,13.68,7.26,50,50,50,50,1
11.62,7.74,13.61,6.33,50,50,50,50,1
11.48,7.48,13.65,6.52,50,50,50,50,1
11.58,8.11,13.58,6.26,50,50,50,50,1
50,50,32.18,2.46,33.36,50,50,50,0
50,50,33.45,2.46,43.75,50,50,50,0
50,50,34.5,2.47,46.51,50,50,50,0
50,50,32.18,2.52,33.52,50,50,50,0
50,50,32.18,2.61,32.64,50,50,50,0
45.76,50,50,50,50,50,22.17,2.49,0
45.12,50,50,50,50,50,23.55,3.26,0
45.25,50,50,50,50,50,23.07,3.19,0
45.71,50,50,50,50,50,23.1,3.3,0
45.28,50,50,50,50,50,23.05,2.54,0
11.55,7.81,13.7,6.28,50,50,50,50,1
11.21,7.41,13.68,7.26,50,50,50,50,1
11.62,7.74,13.61,6.33,50,50,50,50,1
11.48,7.48,13.65,6.52,50,50,50,50,1
11.58,8.11,13.58,6.26,50,50,50,50,1
12,7.66,14.07,50,50,50,50,6.78,2
11.96,7.64,13.25,50,50,50,50,6.73,2
11.93,7.72,13.71,50,50,50,50,7.35,2
11.88,7.61,13.72,50,50,50,50,6.76,2
11.86,7.64,12.8,50,50,50,50,6.73,2
5.03,12.55,9.18,50,50,50,50,50,1
5.1,12.55,7.84,50,50,50,50,50,1
5.05,12.53,6.26,50,50,50,50,50,1
4.98,12.51,6.56,50,50,50,50,50,1
5.01,12.53,6.24,50,50,50,50,50,1
5.03,12.56,7.23,50,50,50,50,50,2
5.03,12.56,5.54,50,50,50,50,50,2
5.11,12.56,5.53,50,50,50,50,50,2
5.05,12.53,7.26,50,50,50,50,50,2
5.18,12.48,8.29,50,50,50,50,50,2
5.72,12.51,8.31,50,50,50,50,50,2
50,50,7.21,8.52,5.29,50,50,50,1
50,50,7.1,8.55,5.34,50,50,50,1
50,50,7.21,8.56,5.27,50,50,50,1
50,50,7.28,8.55,5.37,50,50,50,1
50,50,7.16,8.61,5.34,50,50,50,1
50,50,7.55,8.65,5.34,50,50,50,1
50,50,7.64,8.68,5.37,50,50,50,1
50,50,7.31,8.52,5.34,50,50,50,1
50,50,7.24,8.63,5.31,50,50,50,1
50,50,7.19,8.6,5.22,50,50,50,1
50,50,7.38,8.55,5.29,50,50,50,1
6.42,50,50,50,50,50,5.27,8.29,2
6.28,50,50,50,50,50,4.99,8.18,2
6.42,50,50,50,50,50,5.17,8.22,2
6.5,50,50,50,50,50,5.1,8.26,2
6.62,50,50,50,50,50,5.1,8.26,2
6.45,50,50,50,50,50,5.16,8.22,2
6.35,50,50,50,50,50,5.17,8.27,2
6.31,50,50,50,50,50,5.15,8.22,2
6.4,50,50,50,50,50,4.89,8.22,2
6.35,50,50,50,50,50,4.8,8.19,2
6.68,50,50,50,50,50,5.01,8.2,2
50,8.32,50,50,50,50,50,50,1
50,8.58,50,50,50,50,50,50,1
50,8.79,50,50,50,50,50,50,1
50,9.17,50,50,50,50,50,50,1
50,8.34,50,50,50,50,50,50,1
50,9.15,50,50,50,50,50,50,2
50,8.8,50,50,50,50,50,50,2
50,8.88,50,50,50,50,50,50,2
50,8.86,50,50,50,50,50,50,2
50,8.94,50,50,50,50,50,50,2
50,8.68,50,50,50,50,50,50,2
50,50,50,8.87,50,50,50,50,2
50,50,50,8.8,50,50,50,50,2
50,50,50,8.72,50,50,50,50,2
50,50,50,9.01,50,50,50,50,2
50,50,50,8.68,50,50,50,50,2
50,50,50,8.39,50,50,50,50,2
50,50,50,8.89,50,50,50,50,2
50,50,50,8.84,50,50,50,50,2
50,50,50,8.82,50,50,50,50,2
50,50,50,8.99,50,50,50,50,2
50,50,50,8.75,50,50,50,50,2
50,50,50,50,50,50,50,8.34,1
50,50,50,50,50,50,50,8.43,1
50,50,50,50,50,50,50,8.41,1
50,50,50,50,50,50,50,8.39,1
50,50,50,50,50,50,50,8.34,1
50,50,50,50,50,50,50,8.27,1
50,50,50,50,50,50,50,8.31,1
50,50,50,50,50,50,50,8.38,1
50,50,50,50,50,50,50,8.36,1
50,50,50,50,50,50,50,8.38,1
50,50,50,50,50,50,50,8.41,1
50,50,50,50,50,50,50,8.34,1
50,9.63,7.21,50,50,50,50,50,1
50,9.34,6.86,50,50,50,50,50,1
50,9.92,7.5,50,50,50,50,50,1
50,8.89,7.53,50,50,50,50,50,1
50,9.63,7.04,50,50,50,50,50,1
50,50,7.84,50,50,50,50,50,1
50,50,7.76,50,50,50,50,50,1
50,50,7.83,50,50,50,50,50,1
50,50,7.91,50,50,50,50,50,1
50,50,8.26,50,50,50,50,50,1
50,5.88,6.57,50,50,50,50,50,1
50,6.24,6.71,50,50,50,50,50,1
50,6.35,6.66,50,50,50,50,50,1
50,6.23,6.66,50,50,50,50,50,1
50,5.88,6.62,50,50,50,50,50,1
50,50,12.08,12.51,50,50,50,50,1
50,50,12.1,12.49,50,50,50,50,1
50,50,12.07,12.5,50,50,50,50,1
50,50,12.08,12.5,50,50,50,50,1
50,50,12.01,12.48,50,50,50,50,1
50,11.93,5.34,50,50,50,50,50,1
50,12.03,5.41,50,50,50,50,50,1
50,11.96,5.3,50,50,50,50,50,1
50,11.96,5.17,50,50,50,50,50,1
50,11.91,5.27,50,50,50,50,50,1
50,50,5.51,6.32,50,50,50,50,1
50,50,5.51,6.4,50,50,50,50,1
50,50,5.41,6.33,50,50,50,50,1
50,50,5.43,7.16,50,50,50,50,1
50,50,5.51,6.32,50,50,50,50,1
6.33,50,50,50,50,50,50,7.35,1
6.3,50,50,50,50,50,50,6.2,1
6.32,50,50,50,50,50,50,6.21,1
6.38,50,50,50,50,50,50,6.24,1
6.39,50,50,50,50,50,50,6.2,1
4.26,14.8,50,50,50,50,50,50,1
4.31,14.71,50,50,50,50,50,50,1
4.31,15.36,50,50,50,50,50,50,1
4.22,14.78,50,50,50,50,50,50,1
4.26,14.81,50,50,50,50,50,50,1
4.55,50,50,50,50,50,50,3.21,1
4.31,50,50,50,50,50,50,3.16,1
4.33,50,50,50,50,50,50,3.26,1
5.01,50,50,50,50,50,50,3.21,1
4.29,50,50,50,50,50,50,3.02,1
4.6,10.19,50,50,50,50,50,50,2
4.58,9.78,50,50,50,50,50,50,2
4.98,10.5,50,50,50,50,50,50,2
4.63,10.52,50,50,50,50,50,50,2
4.57,10.05,50,50,50,50,50,50,2
5.7,50,50,50,50,50,50,50,2
5.65,50,50,50,50,50,50,50,2
5.73,50,50,50,50,50,50,50,2
5.71,50,50,50,50,50,50,50,2
5.51,50,50,50,50,50,50,50,2
16.79,5.22,5.25,50,50,50,50,50,2
16.65,5.25,5.25,50,50,50,50,50,2
16.65,5.25,5.1,50,50,50,50,50,2
16.8,5.22,5.13,50,50,50,50,50,2
16.82,5.22,5.44,50,50,50,50,50,2
50,50,50,7.83,6.8,50,50,50,2
50,50,50,7.69,7.62,50,50,50,2
50,50,50,7.79,6.81,50,50,50,2
50,50,50,7.81,6.83,50,50,50,2
50,50,50,7.77,6.76,50,50,50,2
50,50,50,50,5.2,50,50,50,2
50,50,50,50,5.15,50,50,50,2
50,50,50,50,5.01,50,50,50,2
50,50,50,50,5.08,50,50,50,2
50,50,50,50,5.18,50,50,50,2
50,50,50,5.05,5.25,50,50,50,2
50,50,50,5.08,5.3,50,50,50,2
50,50,50,5.1,5.22,50,50,50,2
50,50,50,5.16,5.22,50,50,50,2
50,50,50,5.13,5.28,50,50,50,2
5.23,50,50,50,50,50,50,10.66,2
5.25,50,50,50,50,50,50,10.74,2
5.22,50,50,50,50,50,50,10.25,2
5.34,50,50,50,50,50,50,10.02,2
5.3,50,50,50,50,50,50,9.7,2
6.18,50,50,50,50,50,50,50,2
6.22,50,50,50,50,50,50,50,2
6.23,50,50,50,50,50,50,50,2
6.21,50,50,50,50,50,50,50,2
6.2,50,50,50,50,50,50,50,2
7,50,50,50,50,50,50,2.66,2
7.04,50,50,50,50,50,50,2.61,2
6.13,50,50,50,50,50,50,2.56,2
6.56,50,50,50,50,50,50,2.26,2
6.13,50,50,50,50,50,50,2.54,2
7.62,3.36,6.42,12.01,50,50,50,50,1
6.87,3.37,6.57,12,50,50,50,50,1
6.83,3.35,6.92,11.96,50,50,50,50,1
7.33,3.54,6.95,11.91,50,50,50,50,1
7.03,3.47,6.49,11.94,50,50,50,50,1
4.19,3.86,5.84,12.13,50,50,50,50,1
4.2,3.86,5.68,12.1,50,50,50,50,1
4.14,3.83,5.43,12.03,50,50,50,50,1
4.15,3.83,5.34,12.48,50,50,50,50,1
4.08,3.76,5.36,12.51,50,50,50,50,1
5.7,2.83,5.77,7.26,50,50,50,50,1
5.75,2.8,5.46,6.88,50,50,50,50,1
5.78,2.75,5.36,6.78,50,50,50,50,1
6.3,2.92,5.27,7.62,50,50,50,50,1
5.82,2.81,5.36,7.09,50,50,50,50,1
50,50,50,2.41,3.33,7.47,50,50,0
50,50,50,2.45,2.44,6.47,50,50,0
50,50,50,2.44,3.33,6.73,50,50,0
50,50,50,2.54,2.78,6.74,50,50,0
50,50,50,2.45,2.69,7.5,50,50,0
50,50,50,2.56,2.57,10.04,50,50,0
50,50,50,2.52,2.57,10.59,50,50,0
50,50,50,2.5,2.57,10.12,50,50,0
50,50,50,2.69,2.57,10.62,50,50,0
50,50,50,2.7,2.57,10.62,50,50,0
50,50,50,3.42,6.11,2.93,50,50,0
50,50,50,3.26,6.11,3.23,50,50,0
50,50,50,3.28,2.52,3.64,50,50,0
50,50,50,3.4,2.56,3.69,50,50,0
50,50,50,3.98,2.47,3.64,50,50,0
2.97,4.69,50,50,50,50,50,2.78,2
3.41,4.79,50,50,50,50,50,2.71,2
3.38,4.62,50,50,50,50,50,2.7,2
3.45,4.7,50,50,50,50,50,2.71,2
2.95,4.67,50,50,50,50,50,2.92,2
3.22,6.74,50,50,50,50,50,2.44,2
3.29,7.02,50,50,50,50,50,2.41,2
3.29,7.38,50,50,50,50,50,2.46,2
3.15,7.38,50,50,50,50,50,2.47,2
3.2,7.43,50,50,50,50,50,2.42,2
2.43,2.99,50,50,50,50,50,2.66,2
2.47,3.11,50,50,50,50,50,2.71,2
2.49,3,50,50,50,50,50,2.61,2
2.46,3.91,50,50,50,50,50,2.62,2
2.5,2.99,50,50,50,50,50,2.52,2
5.9,2.88,5.84,50,50,50,50,9.18,2
5.5,2.9,5.87,50,50,50,50,9.12,2
6.35,2.99,5.8,50,50,50,50,9.33,2
6.64,2.97,5.8,50,50,50,50,9.25,2
5.54,3.16,5.87,50,50,50,50,9.22,2
6.02,3.47,5.84,50,50,50,50,11.83,2
6.23,3.06,5.75,50,50,50,50,11.81,2
5.84,2.9,5.8,50,50,50,50,11.78,2
5.99,2.92,5.87,50,50,50,50,11.85,2
6.59,2.92,5.81,50,50,50,50,11.77,2
6.93,2.66,5.35,50,50,50,50,5.84,2
7.12,3.04,5.46,50,50,50,50,5.84,2
6.86,2.64,4.91,50,50,50,50,5.71,2
7.12,2.64,5.39,50,50,50,50,6.5,2
7.1,2.97,5.43,50,50,50,50,5.9,2
50,5.29,4.55,4.7,50,50,50,50,1
50,5.25,4.49,4.7,50,50,50,50,1
50,5.36,4.55,4.75,50,50,50,50,1
50,5.05,4.55,4.77,50,50,50,50,1
50,4.99,4.44,4.75,50,50,50,50,1
50,7.1,4.49,3.21,50,50,50,50,1
50,6.95,4.6,3.16,50,50,50,50,1
50,7.17,4.86,2.73,50,50,50,50,1
50,7.41,4.48,2.75,50,50,50,50,1
50,7.23,4.96,2.75,50,50,50,50,1
50,3.29,3.83,2.88,50,50,50,50,1
50,3.09,3.9,2.93,50,50,50,50,1
50,3.33,3.93,2.9,50,50,50,50,1
50,3.23,3.84,3.11,50,50,50,50,1
50,3.14,3.91,3.16,50,50,50,50,1
50,50,50,50,50,6.93,3.21,4.22,0
50,50,50,50,50,7.19,3.21,4.26,0
50,50,50,50,50,6.76,3.19,4.17,0
50,50,50,50,50,6.23,3.18,4.2,0
50,50,50,50,50,6.18,3.28,4.21,0
50,50,50,50,50,10.52,3.52,4.5,0
50,50,50,50,50,10.66,3.54,4.5,0
50,50,50,50,50,10.57,3.79,4.55,0
50,50,50,50,50,10.95,3.83,4.46,0
50,50,50,50,50,10.79,3.55,4.44,0
50,50,50,50,50,3.62,2.54,4.21,0
50,50,50,50,50,3.47,2.5,4.22,0
50,50,50,50,50,3.54,2.52,4.22,0
50,50,50,50,50,3.52,2.52,4.24,0
50,50,50,50,50,3.38,2.56,4.17,0
50,4.1,6.4,50,50,50,50,50,1
50,4.09,6.61,50,50,50,50,50,1
50,4.1,6.49,50,50,50,50,50,1
50,4.15,6.37,50,50,50,50,50,1
50,4.86,6.44,50,50,50,50,50,1
50,4.14,6.54,50,50,50,50,50,1
50,4.08,6.37,50,50,50,50,50,2
50,4.07,6.47,50,50,50,50,50,2
50,4.1,6.49,50,50,50,50,50,2
50,4.12,6.52,50,50,50,50,50,2
50,4.05,6.45,50,50,50,50,50,2
50,50,50,3.71,21.07,50,50,50,2
